# DE2000               RA2000                HD         Pol      e_Pol                  PA      e_PA   GLON       GLAT       E_B-V_   Vmag   Dist      PolRefs                 
  43.4828              328.43165999999997    208220.0   1.94     0.2                    42.0    3.0    92.0333    -8.475     0.3      9.0    3327.0    0000000000000000010000  
  43.503899999999994   119.64529499999999    65041.0    0.28     0.2                    171.0   19.7   176.2558   30.0218    0.0      7.0    775.0     0000000000000000010000  
  43.57809999999999    72.88578              30650.0    1.34     0.2                    178.0   4.3    161.8026   -0.4459    0.1      7.5    373.0     0000000000000000010000  
  43.58409999999999    20.552445             8209.0     0.37     0.2                    93.0    15.1   128.816    -18.9358   0.0      6.6    316.2     0000000000000000010000  
  43.72639999999999    132.98684999999998    75506.0    0.04     0.12000000000000001    109.0   56.3   177.1923   39.6426    0.0      5.2    63.1      0000000000000000001000  
  43.747499999999995   317.07112499999994    201456.0   0.37     0.032                  82.0    2.5    86.2029    -2.6469    0.0      7.8    52.5      0000000000000000000010  
  43.823299999999996   75.49222499999999     31964.0    1.95     0.12000000000000001    144.0   1.8    162.7883   1.1786     0.4      3.0    1165.0    0000000000000000001000  
  43.838699999999996   344.69057999999995    217227.0   0.89     0.2                    66.0    6.4    102.3421   -14.4823   0.2      7.2    643.0     0000000000000000010000  
  43.854499999999994   305.11659             193793.0   1.15     0.2                    35.0    5.0    80.9303    4.177      0.8      6.8    1095.0    0000000000000000010000  
  43.861799999999995   75.55179              ""         5.71     0.18000000000000002    137.0   0.9    162.7842   1.2362     1.0      9.4    3718.0    0000000000000010000000  
  43.87369999999999    318.28923             202253.0   0.69     0.2                    47.0    8.2    86.8954    -3.2039    0.4      7.8    1060.0    0000000000000000010000  
  43.903299999999994   200.51654999999997    116303.0   0.11     0.032                  56.0    8.3    104.7053   72.1248    0.0      6.3    69.2      0000000000000000000100  
  43.9278              316.23272999999995    200905.0   0.16     0.12000000000000001    90.0    20.6   85.9295    -2.078     0.1      3.7    416.9     0000000000000000001000  
  43.945299999999996   302.55547499999994    191854.0   0.09     0.032                  173.0   10.1   79.9847    5.7664     0.0      7.5    27.5      0000000000000000000010  
  43.945899999999995   319.61324999999994    203064.0   0.37     0.2                    55.0    15.1   87.6102    -3.8411    0.3      5.1    660.0     0000000000000000010000  
  43.962999999999994   57.28384499999999     23728.0    0.03     0.032                  52.0    28.1   153.5232   -8.1034    0.0      5.9    45.7      0000000000000000000100  
  44.02499999999999    49.44721499999999     20315.0    0.65     0.2                    122.0   8.7    148.8538   -11.3577   0.1      5.4    123.0     0000000000000000010000  
  44.058699999999995   345.68810999999994    217811.0   0.98     0.2                    82.0    5.8    103.1101   -14.59     0.3      6.3    329.0     0000000000000000010000  
  44.058899999999994   312.52012499999995    198639.0   0.1      0.12000000000000001    7.0     31.0   84.2891    0.0339     0.0      5.1    30.2      0000000000000000001000  
  44.0605              302.16486             191546.0   0.47     0.032                  133.0   1.9    79.9306    6.0652     0.3      8.6    2630.3    0000000000000000000010  
  44.0609              73.71343499999999     31069.0    0.12     0.032                  106.0   7.6    161.8068   0.3221     0.0      6.1    105.0     0000000000000000000100  
  44.10289999999999    191.11301999999998    110834.0   0.06     0.032                  45.0    14.9   127.2163   72.9671    0.0      6.2    79.4      0000000000000000000100  
  44.11899999999999    300.43847999999997    190149.0   0.12     0.032                  100.0   7.6    79.323     7.1499     0.1      7.0    380.2     0000000000000000000010  
  44.138799999999996   303.86213999999995    192867.0   0.27     0.032                  99.0    3.4    80.6621    5.0846     0.1      7.2    302.0     0000000000000000000010  
  44.196999999999996   203.80879499999998    118295.0   0.12     0.032                  65.0    7.6    98.4791    70.7932    0.0      6.6    109.6     0000000000000000000100  
  44.23159999999999    33.30558              13520.0    0.23     0.12000000000000001    98.0    14.6   138.0428   -16.2272   0.1      4.9    79.4      0000000000000000001000  
  44.27819999999999    61.28269499999999     25517.0    2.53     0.2                    160.0   2.3    155.5159   -5.9991    0.5      8.9    1823.0    0000000000000000010000  
  44.297               41.02148999999999     16901.0    1.29     0.12000000000000001    101.0   2.7    143.3123   -14.0714   0.2      5.5    831.8     0000000000000000001000  
  44.3152              307.64570999999995    195592.0   1.2      0.2                    121.0   4.8    82.3557    2.957      1.1      7.1    857.0     0000000000000000010000  
  44.33389999999999    355.10184             222439.0   0.15     0.12000000000000001    92.0    21.8   109.7658   -16.7143   0.0      4.1    56.0      0000000000000000001000  
  44.3381              322.31183999999996    204722.0   1.2      0.2                    10.0    4.8    89.2688    -4.9221    0.2      7.7    764.0     0000000000000000010000  
  44.38609999999999    24.837584999999997    10072.0    0.01     0.12000000000000001    45.0    80.5   131.8861   -17.651    0.0      5.0    47.9      0000000000000000001000  
  44.38719999999999    313.31143499999996    199081.0   0.145    0.10200000000000001    90.9    19.4   84.9036    -0.1936    0.0      4.7    145.0     0000000000000000011010  
  44.43209999999999    324.97484999999995    206280.0   0.27     0.030000000000000002   53.8    3.2    90.7399    -6.1413    0.0      6.7    176.0     0000000001000000000000  
  44.434599999999996   313.04049             198931.0   3.997    0.28900000000000003    146.7   2.1    84.8161    -0.0146    0.9      8.7    888.0     0000000000000010001000  
  44.451699999999995   321.26018999999997    ""         2.3      0.18000000000000002    42.0    2.2    88.8057    -4.3184    0.8      8.9    853.0     0000000000000010000000  
  44.47149999999999    314.58074999999997    199870.0   0.07     0.032                  111.0   12.9   85.5546    -0.8299    0.1      5.6    39.8      0000000000000000000010  
  44.49849999999999    167.41607999999997    96833.0    0.03     0.12000000000000001    91.0    63.4   165.8033   63.2306    0.0      3.0    24.0      0000000000000000001000  
  44.524499999999996   100.77086999999999    47914.0    0.06     0.12000000000000001    33.0    45.0   171.1815   17.2546    0.0      5.0    100.0     0000000000000000001000  
  44.531699999999994   318.11828999999994    202124.0   0.46     0.2                    84.0    12.3   87.29      -2.663     0.5      7.8    2574.0    0000000000000000010000  
  44.7009              306.0234              194479.0   0.1      0.032                  79.0    9.1    81.9985    4.1233     0.1      7.5    144.5     0000000000000000000010  
  44.72169999999999    340.73876999999993    215227.0   0.66     0.12000000000000001    28.0    5.2    100.1756   -12.3985   0.4      8.9    2093.0    0000000000000000001000  
  44.76689999999999    311.95825499999995    ""         0.09     0.1                    116.0   29.1   84.5848    0.7921     0.1      8.5    229.1     0000000000000000000001  
  44.79089999999999    315.60085499999997    200527.0   0.12     0.032                  69.0    7.6    86.273     -1.1663    0.0      6.2    955.0     0000000000000000000010  
  44.81419999999999    305.41803             194057.0   3.78     0.18000000000000002    73.0    1.4    81.8467    4.5412     1.1      7.5    986.0     0000000000000010000000  
  44.846199999999996   313.69782             ""         0.78     0.18000000000000002    46.0    6.6    85.4319    -0.1089    1.0      9.8    504.0     0000000000000010000000  
  44.85569999999999    53.16239999999999     21803.0    1.47     0.2                    132.0   3.9    150.6083   -9.1795    0.3      6.3    579.0     0000000000000000010000  
  44.8578              47.37344999999999     19476.0    0.15     0.12000000000000001    53.0    21.8   147.1227   -11.432    -0.1     3.8    33.1      0000000000000000001000  
  44.86149999999999    11.544989999999999    4335.0     0.22     0.12000000000000001    103.0   15.3   121.9524   -18.0002   0.0      6.0    171.0     0000000000000000001000  
  44.9111              309.21190499999994    196604.0   0.0      0.2                    0.0     90.0   83.4993    2.4155     0.0      8.3    199.5     0000000000000000010000  
  44.922999999999995   322.27640999999994    204710.0   2.3      0.18000000000000002    36.0    2.2    89.6553    -4.4812    0.3      7.0    1690.0    0000000000000010000000  
  44.924699999999994   314.14491             199579.0   0.88     0.2                    40.0    6.5    85.6968    -0.2997    0.4      6.0    1024.0    0000000000000000010000  
  44.947399999999995   89.88237              40183.0    0.09     0.12000000000000001    151.0   33.7   167.457    10.4097    0.0      1.9    12.0      0000000000000000001000  
  44.963699999999996   296.40822             186994.0   0.74     0.2                    164.0   7.7    78.6166    10.0611    0.2      8.1    2486.0    0000000000000000010000  
  44.96789999999999    57.51854999999999     23838.0    0.04     0.032                  31.0    21.8   153.0158   -7.2174    0.0      5.7    10.0      0000000000000000000100  
  44.978899999999996   308.1957              195985.0   0.4      0.0                    33.0    0.0    83.1235    3.0328     0.1      7.5    702.0     0000000000000000010010  
  44.996399999999994   314.96372999999994    200102.0   0.38     0.032                  32.0    2.4    86.1295    -0.6916    0.3      6.6    1202.3    0000000000000000000010  
  45.049299999999995   52.30727999999999     21448.0    1.34     0.2                    138.0   4.3    149.9946   -9.3714    0.3      7.4    501.2     0000000000000000010000  
  45.058099999999996   76.355685             32446.0    1.38     0.2                    148.0   4.1    162.1826   2.419      0.4      8.2    712.0     0000000000000000010000  
  45.0941              104.40467999999998    50973.0    0.04     0.12000000000000001    168.0   56.3   171.5538   19.8709    0.0      4.9    46.0      0000000000000000001000  
  45.130599999999994   296.24350499999997    186882.0   0.03     0.12000000000000001    6.0     63.4   78.7094    10.243     0.0      2.9    41.0      0000000000000000001000  
  45.149699999999996   314.60632499999997    ""         2.21     0.18000000000000002    42.0    2.3    86.0799    -0.4005    0.6      9.2    1870.0    0000000000000010000000  
